customer_id,gender,senior_citizen,partner,dependents,tenure_months,contract_type,internet_service,multiple_lines,online_security,tech_support,streaming_tv,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST-100215,Female,1,No,No,27,Month-to-month,DSL,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),59.51,1570.97,1
CUST-100216,Female,1,Yes,No,61,Month-to-month,Fiber optic,Yes,No internet service,No internet service,No,No,Electronic check,75.47,4609.12,0
CUST-100217,Male,0,Yes,No,49,Two year,Fiber optic,Yes,No internet service,Yes,No,Yes,Electronic check,78.44,3827.85,0
CUST-100218,Female,0,Yes,No,52,Month-to-month,DSL,Yes,No internet service,No,Yes,Yes,Credit card (automatic),62.8,3268.5,0
CUST-100219,Female,0,No,No,33,Month-to-month,DSL,Yes,Yes,No,No,No,Electronic check,62.14,2059.66,0
CUST-100220,Female,0,No,No,53,Two year,DSL,Yes,Yes,Yes,Yes,No,Mailed check,76.58,4052.99,0
CUST-100221,Female,0,No,No,60,Month-to-month,DSL,No,Yes,No,No,No,Mailed check,52.09,3097.67,0
CUST-100222,Female,0,Yes,No,29,Two year,Fiber optic,No,No,No internet service,No,Yes,Mailed check,67.96,1989.27,0
CUST-100223,Female,0,Yes,No,61,Month-to-month,No,No,Yes,No internet service,No,Yes,Electronic check,18.0,1082.25,0
CUST-100224,Female,0,No,No,34,One year,DSL,No,Yes,No,Yes,Yes,Mailed check,59.28,2015.33,0
CUST-100225,Male,0,Yes,No,33,Month-to-month,No,No,No internet service,Yes,Yes,Yes,Mailed check,32.98,1066.71,0
CUST-100226,Male,1,No,No,11,Two year,No,Yes,Yes,No,Yes,No,Credit card (automatic),47.44,518.58,0
CUST-100227,Female,0,Yes,No,12,Two year,No,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),38.61,484.01,0
CUST-100228,Male,0,Yes,No,7,One year,Fiber optic,No,No,No,No,No,Mailed check,70.15,522.39,1
CUST-100229,Male,0,No,Yes,57,Two year,Fiber optic,Yes,Yes,Yes,No internet service,No,Bank transfer (automatic),91.26,5158.07,0
CUST-100230,Female,1,Yes,Yes,36,Month-to-month,DSL,No,No,Yes,No internet service,No,Electronic check,49.12,1734.0,1
CUST-100231,Female,0,No,No,34,Month-to-month,No,No,No,No,No,No,Electronic check,18.39,618.55,0
CUST-100232,Female,0,Yes,No,42,One year,DSL,No,Yes,No,No internet service,No,Bank transfer (automatic),42.6,1795.38,0
CUST-100233,Female,0,Yes,Yes,1,One year,DSL,No,No internet service,Yes,No internet service,Yes,Electronic check,45.85,25.95,0
CUST-100234,Female,0,Yes,No,26,Two year,Fiber optic,No,No,Yes,No,Yes,Electronic check,74.39,1928.92,0
CUST-100235,Male,0,No,No,28,Month-to-month,Fiber optic,No,Yes,No,No,No,Electronic check,77.62,2170.12,1
CUST-100236,Female,0,No,No,33,Two year,Fiber optic,Yes,No,No,No,No,Bank transfer (automatic),79.84,2628.25,0
CUST-100237,Male,0,No,No,45,Month-to-month,No,No,Yes,No,No internet service,Yes,Electronic check,21.4,980.14,0
CUST-100238,Female,0,No,No,39,Two year,DSL,No,No internet service,Yes,Yes,No,Electronic check,61.58,2405.54,0
CUST-100239,Female,0,No,No,10,Month-to-month,DSL,Yes,No,Yes,Yes,No,Credit card (automatic),66.02,643.84,0
CUST-100240,Female,1,No,Yes,17,Two year,Fiber optic,Yes,No internet service,No,No,No,Electronic check,70.54,1196.82,0
CUST-100241,Male,0,No,No,2,Month-to-month,No,Yes,No,No,No,No,Bank transfer (automatic),33.33,90.86,1
CUST-100242,Female,0,No,No,71,Month-to-month,Fiber optic,No,No,No,No,No,Mailed check,73.55,5232.45,0
CUST-100243,Female,0,Yes,Yes,46,Month-to-month,DSL,Yes,No internet service,No,Yes,Yes,Credit card (automatic),58.33,2678.22,0
CUST-100244,Male,1,Yes,No,8,One year,No,No,No,No,No,Yes,Credit card (automatic),21.93,193.99,0
CUST-100245,Female,0,No,No,46,One year,Fiber optic,No,No internet service,No,No internet service,Yes,Credit card (automatic),70.77,3230.71,0
CUST-100246,Female,0,No,No,41,Month-to-month,DSL,No,No,No,No,Yes,Credit card (automatic),44.27,1809.77,0
CUST-100247,Female,1,No,No,31,Two year,Fiber optic,No,Yes,No internet service,Yes,No,Electronic check,74.5,2277.03,0
CUST-100248,Male,0,Yes,No,38,Two year,Fiber optic,No,No,No,Yes,No,Electronic check,75.74,2862.74,0
CUST-100249,Female,0,No,No,56,Month-to-month,Fiber optic,Yes,Yes,No internet service,No,No,Bank transfer (automatic),77.84,4379.15,0
CUST-100250,Male,0,Yes,No,45,One year,No,No,Yes,Yes,Yes,No,Credit card (automatic),37.02,1687.48,0
CUST-100251,Male,1,Yes,No,59,Month-to-month,No,No,No internet service,No,No,Yes,Credit card (automatic),18.0,1062.38,0
CUST-100252,Male,0,No,No,55,Two year,DSL,Yes,No,Yes,Yes,Yes,Mailed check,69.66,3828.81,0
CUST-100253,Male,0,No,Yes,39,One year,DSL,Yes,No,No,Yes,Yes,Bank transfer (automatic),64.16,2500.49,0
CUST-100254,Female,0,Yes,Yes,71,Month-to-month,Fiber optic,No,No,No internet service,Yes,Yes,Bank transfer (automatic),88.44,6264.73,0
CUST-100255,Male,0,Yes,No,35,One year,DSL,Yes,Yes,No,No,Yes,Bank transfer (automatic),67.27,2342.63,0
CUST-100256,Male,1,Yes,Yes,52,Month-to-month,DSL,No,Yes,Yes,No,No,Mailed check,63.98,3343.47,0
CUST-100257,Male,0,No,Yes,53,Month-to-month,No,No,No internet service,No,Yes,Yes,Electronic check,22.92,1217.2,0
CUST-100258,Male,0,No,No,66,Month-to-month,Fiber optic,Yes,No,No,No internet service,No,Credit card (automatic),78.56,5210.86,1
CUST-100259,Male,0,No,No,43,One year,DSL,No,Yes,No,Yes,Yes,Mailed check,65.11,2797.19,0
CUST-100260,Male,0,No,No,35,One year,Fiber optic,No,Yes,Yes,No internet service,Yes,Electronic check,78.22,2763.07,0
CUST-100261,Female,0,Yes,Yes,50,Two year,Fiber optic,No,Yes,No,No internet service,Yes,Mailed check,85.5,4291.99,0
CUST-100262,Female,0,Yes,No,15,Two year,Fiber optic,Yes,Yes,No internet service,No,No,Credit card (automatic),84.49,1267.22,0
CUST-100263,Female,0,Yes,Yes,2,Month-to-month,No,No,No internet service,Yes,Yes,Yes,Mailed check,31.68,58.33,1
CUST-100264,Female,0,No,No,1,Month-to-month,No,No,Yes,Yes,Yes,Yes,Electronic check,28.88,50.23,1
CUST-100265,Male,0,No,No,22,One year,Fiber optic,No,Yes,No,Yes,Yes,Electronic check,84.02,1834.37,0
CUST-100266,Male,0,No,No,58,Month-to-month,DSL,Yes,No internet service,No,No internet service,Yes,Credit card (automatic),59.65,3470.53,0
CUST-100267,Male,0,Yes,No,72,Month-to-month,Fiber optic,Yes,Yes,No internet service,Yes,No,Bank transfer (automatic),80.0,5734.03,0
CUST-100268,Male,0,No,Yes,10,Month-to-month,DSL,Yes,No,Yes,No,No,Electronic check,49.61,512.28,1
CUST-100269,Female,0,No,No,44,Month-to-month,DSL,No,Yes,Yes,No,Yes,Bank transfer (automatic),54.67,2398.76,0
CUST-100270,Male,0,Yes,Yes,67,Month-to-month,Fiber optic,No,No,No,No internet service,No,Credit card (automatic),80.0,5354.93,1
CUST-100271,Male,0,Yes,No,27,Two year,Fiber optic,No,Yes,No internet service,No,No,Bank transfer (automatic),72.24,1947.68,0
CUST-100272,Male,0,No,Yes,31,One year,No,Yes,No,Yes,Yes,No,Mailed check,39.59,1226.26,0
CUST-100273,Female,0,Yes,No,20,Month-to-month,Fiber optic,Yes,No internet service,Yes,No,Yes,Bank transfer (automatic),81.98,1637.42,1
CUST-100274,Male,0,No,No,33,Month-to-month,Fiber optic,No,No,No,No,No,Credit card (automatic),74.95,2481.97,0
CUST-100275,Female,0,Yes,No,20,Two year,DSL,Yes,No internet service,No,No,Yes,Bank transfer (automatic),50.23,984.21,0
CUST-100276,Female,1,No,No,55,Month-to-month,DSL,No,Yes,Yes,Yes,Yes,Mailed check,62.95,3465.01,0
CUST-100277,Female,0,No,Yes,28,One year,DSL,Yes,No internet service,No,No,No,Bank transfer (automatic),51.98,1484.52,0
CUST-100278,Female,1,Yes,No,0,Month-to-month,Fiber optic,Yes,No internet service,No,Yes,Yes,Bank transfer (automatic),94.47,0.0,1
CUST-100279,Female,1,No,Yes,36,One year,DSL,No,No,No,No internet service,Yes,Mailed check,35.44,1279.06,0
CUST-100280,Female,0,Yes,No,60,Month-to-month,Fiber optic,Yes,No,No internet service,Yes,Yes,Mailed check,85.8,5165.37,1
CUST-100281,Female,0,No,No,68,Month-to-month,DSL,No,No,No,No internet service,Yes,Mailed check,45.63,3114.77,0
CUST-100282,Female,0,Yes,No,32,Month-to-month,No,Yes,No internet service,Yes,No,Yes,Electronic check,32.07,1025.76,1
CUST-100283,Female,0,No,Yes,60,Month-to-month,Fiber optic,Yes,Yes,No,No,No,Credit card (automatic),86.94,5222.66,0
CUST-100284,Female,1,Yes,Yes,64,Month-to-month,No,No,No,Yes,No,No,Mailed check,20.27,1288.02,0
CUST-100285,Male,0,No,Yes,13,One year,Fiber optic,No,No internet service,Yes,Yes,Yes,Credit card (automatic),85.09,1117.56,0
CUST-100286,Female,0,No,No,16,Month-to-month,DSL,No,Yes,Yes,No,Yes,Electronic check,57.38,916.12,0
CUST-100287,Female,0,Yes,Yes,48,One year,Fiber optic,No,No,No,No internet service,Yes,Credit card (automatic),75.55,3614.12,0
CUST-100288,Male,1,No,No,22,Month-to-month,Fiber optic,Yes,No,No,No,Yes,Mailed check,74.07,1629.59,1
CUST-100289,Male,0,No,No,35,Two year,DSL,Yes,No internet service,No,No,Yes,Electronic check,57.33,2002.66,0
CUST-100290,Female,0,No,No,46,Month-to-month,Fiber optic,No,No,No,No,No,Electronic check,65.35,3057.26,1
CUST-100291,Female,0,No,No,67,Two year,Fiber optic,No,No internet service,Yes,Yes,No,Electronic check,93.91,6314.52,0
CUST-100292,Male,1,Yes,No,12,Month-to-month,Fiber optic,No,No,No,Yes,Yes,Bank transfer (automatic),80.65,956.03,1
CUST-100293,Male,0,Yes,No,47,Month-to-month,No,No,No internet service,No internet service,No,No,Electronic check,22.06,1036.27,0
CUST-100294,Male,0,No,Yes,2,Month-to-month,Fiber optic,Yes,No,No,No,No,Bank transfer (automatic),69.44,175.11,1
CUST-100295,Male,1,No,Yes,29,Month-to-month,No,Yes,No internet service,No,No,No,Credit card (automatic),25.15,722.66,0
CUST-100296,Male,0,No,No,58,Two year,Fiber optic,No,Yes,No,No,No,Credit card (automatic),77.89,4518.12,0
CUST-100297,Female,0,No,No,71,Two year,Fiber optic,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),94.52,6702.8,0
CUST-100298,Female,0,Yes,No,52,Two year,DSL,No,No internet service,No,No,Yes,Credit card (automatic),43.59,2256.36,0
CUST-100299,Female,0,No,No,29,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Yes,Mailed check,85.77,2478.02,1
CUST-100300,Female,0,Yes,Yes,2,One year,No,Yes,No internet service,Yes,No,Yes,Electronic check,41.93,74.13,0
CUST-100301,Male,0,Yes,Yes,11,Two year,Fiber optic,No,No,No,No,Yes,Electronic check,76.39,864.13,0
CUST-100302,Female,0,No,No,2,Month-to-month,Fiber optic,No,Yes,No,Yes,No,Electronic check,91.98,209.46,1
CUST-100303,Female,0,Yes,No,63,Two year,DSL,No,No,No,No,Yes,Electronic check,41.52,2641.17,0
CUST-100304,Female,0,No,No,51,Month-to-month,Fiber optic,Yes,No,No internet service,No,No,Electronic check,73.15,3737.31,1
CUST-100305,Female,0,No,No,12,Month-to-month,No,No,No,No,Yes,Yes,Credit card (automatic),29.61,349.16,0
CUST-100306,Male,0,Yes,No,54,Two year,No,Yes,No internet service,No internet service,No,No,Mailed check,30.64,1672.43,0
CUST-100307,Female,0,No,No,21,Month-to-month,DSL,No,No,No,No,No,Credit card (automatic),47.26,975.91,0
CUST-100308,Male,0,No,No,34,Two year,Fiber optic,No,Yes,No,No,No,Electronic check,75.66,2578.33,0
CUST-100309,Female,0,Yes,No,1,Month-to-month,DSL,No,No,No,Yes,Yes,Electronic check,44.99,45.77,1
CUST-100310,Female,0,No,No,18,One year,No,Yes,No internet service,No,No,Yes,Electronic check,32.17,589.78,0
CUST-100311,Female,0,No,No,40,Month-to-month,No,No,No,No internet service,Yes,No,Bank transfer (automatic),36.75,1472.07,0
CUST-100312,Male,0,No,No,40,Two year,Fiber optic,No,No,No internet service,Yes,No,Electronic check,81.84,3269.73,0
CUST-100313,Male,1,No,Yes,38,Month-to-month,No,Yes,No,No,Yes,No,Mailed check,31.76,1206.38,0
CUST-100314,Female,0,No,Yes,67,Month-to-month,Fiber optic,Yes,No internet service,No,No,Yes,Bank transfer (automatic),87.92,5892.89,0
CUST-100315,Male,0,No,Yes,62,Month-to-month,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Mailed check,77.84,4820.86,1
CUST-100316,Female,0,Yes,No,28,Two year,Fiber optic,No,No,No internet service,Yes,Yes,Electronic check,78.99,2218.62,0
CUST-100317,Male,0,Yes,No,64,Month-to-month,No,No,No,Yes,No internet service,Yes,Bank transfer (automatic),18.19,1223.1,0
CUST-100318,Male,1,Yes,Yes,20,Month-to-month,Fiber optic,Yes,Yes,Yes,No,Yes,Credit card (automatic),86.1,1734.99,1
CUST-100319,Male,0,Yes,No,45,Month-to-month,No,No,No,Yes,Yes,Yes,Mailed check,39.16,1764.41,1
CUST-100320,Male,0,Yes,No,53,Month-to-month,DSL,No,No,No,No,Yes,Electronic check,45.8,2433.1,0
CUST-100321,Male,0,Yes,No,70,Two year,DSL,No,No,No,No internet service,No,Bank transfer (automatic),47.85,3324.65,0
CUST-100322,Male,0,Yes,No,58,Two year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Electronic check,94.25,5489.14,0
CUST-100323,Female,0,No,Yes,3,Two year,No,Yes,No,No,Yes,No,Bank transfer (automatic),34.21,95.16,0
CUST-100324,Female,0,No,No,2,One year,DSL,Yes,No internet service,No internet service,No,Yes,Electronic check,52.35,104.58,0
CUST-100325,Female,0,No,Yes,40,Month-to-month,Fiber optic,No,No,No,No internet service,Yes,Electronic check,73.42,2940.34,1
CUST-100326,Female,0,Yes,Yes,13,Month-to-month,Fiber optic,No,Yes,No,No internet service,No,Mailed check,76.54,985.6,1
CUST-100327,Male,1,No,Yes,69,Month-to-month,No,Yes,No internet service,No,No internet service,No,Credit card (automatic),23.38,1600.88,0
CUST-100328,Female,0,No,No,29,Month-to-month,No,No,No,Yes,No,Yes,Electronic check,21.73,600.52,0
CUST-100329,Female,0,No,Yes,62,Month-to-month,Fiber optic,No,No internet service,No,No,No,Electronic check,86.29,5377.31,1
CUST-100330,Female,0,No,No,42,Month-to-month,Fiber optic,No,No internet service,No internet service,No,No,Electronic check,60.08,2535.03,1
CUST-100331,Male,0,Yes,No,64,One year,DSL,Yes,No internet service,Yes,No,Yes,Mailed check,57.56,,0
CUST-100332,Male,0,Yes,Yes,10,Month-to-month,Fiber optic,No,No,No internet service,No,Yes,Credit card (automatic),74.75,,1
CUST-100333,Female,0,No,No,37,Month-to-month,Fiber optic,No,No,No,No internet service,No,Electronic check,71.25,2634.69,1
CUST-100334,Male,0,Yes,No,32,One year,Fiber optic,No,Yes,No internet service,No internet service,No,Mailed check,82.52,2646.09,0
CUST-100335,Female,0,Yes,No,67,Month-to-month,DSL,No,No internet service,Yes,Yes,Yes,Mailed check,65.87,4418.68,1
CUST-100336,Male,1,No,No,49,Two year,DSL,No,No internet service,No internet service,No,No,Credit card (automatic),46.63,2305.41,0
CUST-100337,Male,1,Yes,Yes,15,One year,Fiber optic,No,No,No internet service,No,Yes,Electronic check,61.22,913.76,0
CUST-100338,Male,0,No,Yes,49,Two year,Fiber optic,Yes,No,Yes,No,Yes,Electronic check,81.14,3989.1,0
CUST-100339,Female,0,No,Yes,18,Month-to-month,No,Yes,No,Yes,No internet service,Yes,Mailed check,26.59,492.31,0
CUST-100340,Female,1,No,Yes,12,One year,No,No,No,No,Yes,No,Electronic check,30.62,389.01,0
CUST-100341,Male,0,No,Yes,25,Two year,Fiber optic,No,Yes,No internet service,Yes,No,Credit card (automatic),83.76,2094.15,0
CUST-100342,Male,0,No,No,9,Two year,No,Yes,No,No,Yes,No,Mailed check,42.18,377.47,0
CUST-100343,Female,1,Yes,Yes,38,Month-to-month,DSL,No,No internet service,No internet service,Yes,Yes,Electronic check,65.65,2498.58,1
CUST-100344,Male,0,No,No,68,Month-to-month,Fiber optic,Yes,No,Yes,No,Yes,Credit card (automatic),78.14,5307.5,1
CUST-100345,Female,0,No,Yes,41,Month-to-month,Fiber optic,No,No,No,Yes,Yes,Mailed check,78.32,3225.12,1
CUST-100346,Male,1,Yes,Yes,68,Two year,Fiber optic,No,No,Yes,No,Yes,Credit card (automatic),84.92,5750.47,0
CUST-100347,Male,1,Yes,Yes,70,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,Bank transfer (automatic),99.56,6986.38,0
CUST-100348,Female,1,No,No,50,Month-to-month,DSL,Yes,Yes,No,No internet service,No,Electronic check,59.51,2996.72,0
CUST-100349,Male,1,Yes,Yes,37,Month-to-month,DSL,Yes,Yes,No,No internet service,Yes,Electronic check,43.81,1617.94,0
CUST-100350,Female,0,Yes,No,28,Month-to-month,DSL,Yes,No internet service,No internet service,Yes,No,Credit card (automatic),64.6,1809.88,1
CUST-100351,Male,0,No,Yes,16,One year,Fiber optic,No,No,Yes,No,No,Mailed check,65.32,1038.02,0
CUST-100352,Male,0,Yes,No,26,Two year,Fiber optic,No,No,No,No internet service,Yes,Electronic check,67.66,1764.47,0
CUST-100353,Female,0,No,No,39,Month-to-month,DSL,No,No,Yes,No,Yes,Electronic check,50.66,1959.35,1
CUST-100354,Female,1,Yes,Yes,36,One year,Fiber optic,No,Yes,No,Yes,Yes,Bank transfer (automatic),80.93,2919.88,1
CUST-100355,Female,0,Yes,No,28,Month-to-month,Fiber optic,No,Yes,No,Yes,Yes,Credit card (automatic),82.78,2341.51,1
CUST-100356,Female,0,No,Yes,11,One year,No,No,Yes,Yes,No internet service,No,Credit card (automatic),35.03,395.51,0
CUST-100357,Female,0,No,No,9,Month-to-month,DSL,No,No,No,Yes,No,Credit card (automatic),48.01,439.48,1
CUST-100358,Female,0,No,No,31,Two year,No,Yes,No,No,No internet service,No,Mailed check,29.34,910.31,0
CUST-100359,Male,0,No,No,72,Month-to-month,DSL,Yes,Yes,No,No internet service,Yes,Mailed check,57.76,4145.52,0
CUST-100360,Female,0,Yes,No,47,Two year,DSL,No,No,Yes,No internet service,Yes,Mailed check,55.42,2602.23,0
CUST-100361,Female,0,Yes,No,57,One year,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),75.19,4283.4,0
CUST-100362,Female,0,No,No,9,Month-to-month,DSL,No,No,No,Yes,Yes,Bank transfer (automatic),53.69,467.92,1
CUST-100363,Female,0,Yes,No,32,Two year,No,No,No,Yes,No internet service,No,Credit card (automatic),24.81,843.3,0
CUST-100364,Female,0,No,No,25,One year,No,Yes,No,Yes,No,Yes,Mailed check,38.26,969.82,0
CUST-100365,Female,0,Yes,No,25,Month-to-month,DSL,No,No,No,No internet service,No,Bank transfer (automatic),38.38,914.19,0
CUST-100366,Female,0,Yes,Yes,13,Month-to-month,DSL,No,No internet service,No,No internet service,No,Credit card (automatic),50.55,648.21,1
CUST-100367,Female,0,Yes,No,25,Month-to-month,DSL,Yes,No,No internet service,No,No,Electronic check,55.35,1343.72,0
CUST-100368,Female,0,No,No,72,Month-to-month,DSL,No,No,No,No,Yes,Electronic check,43.52,3135.17,0
CUST-100369,Female,0,No,Yes,10,One year,DSL,No,No,No,No,No,Bank transfer (automatic),49.33,506.39,0
CUST-100370,Male,0,Yes,No,4,One year,Fiber optic,No,No,No internet service,No,No,Credit card (automatic),67.14,271.63,0
CUST-100371,Male,0,No,Yes,53,One year,DSL,No,Yes,Yes,Yes,No,Mailed check,74.4,3915.0,0
CUST-100372,Male,0,Yes,No,53,One year,Fiber optic,Yes,No,No,Yes,No,Credit card (automatic),92.88,4923.18,0
CUST-100373,Male,0,No,Yes,11,Two year,No,No,No,No,Yes,No,Credit card (automatic),25.96,263.08,0
CUST-100374,Male,0,Yes,No,42,Two year,Fiber optic,No,Yes,No,No,No,Credit card (automatic),89.1,3724.56,0
CUST-100375,Male,0,No,Yes,13,Two year,Fiber optic,No,No internet service,Yes,No internet service,Yes,Credit card (automatic),76.15,1005.91,0
CUST-100376,Male,0,Yes,No,15,Two year,Fiber optic,No,No internet service,Yes,No,Yes,Credit card (automatic),75.14,1109.89,0
CUST-100377,Male,0,No,No,11,Month-to-month,Fiber optic,No,Yes,Yes,No,No,Electronic check,87.21,957.71,1
CUST-100378,Female,0,Yes,Yes,2,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,Electronic check,99.71,186.48,1
CUST-100379,Male,0,No,No,33,One year,Fiber optic,No,No,No,No,Yes,Electronic check,75.44,2517.81,0
CUST-100380,Female,0,Yes,No,32,Two year,No,No,No,No internet service,No internet service,No,Electronic check,25.47,830.85,0
CUST-100381,Male,1,No,No,44,Month-to-month,Fiber optic,Yes,No,No,No internet service,Yes,Mailed check,84.13,3705.35,1
CUST-100382,Female,0,Yes,No,29,One year,Fiber optic,Yes,No,No internet service,No internet service,No,Electronic check,84.09,2446.07,0
CUST-100383,Female,0,Yes,No,32,Month-to-month,DSL,No,No internet service,No internet service,Yes,Yes,Electronic check,44.38,1414.36,1
CUST-100384,Male,0,Yes,No,26,Two year,Fiber optic,No,No internet service,No,Yes,Yes,Bank transfer (automatic),73.12,1897.32,0
CUST-100385,Male,0,No,No,31,Two year,DSL,No,Yes,No,No,Yes,Bank transfer (automatic),50.96,1600.49,0
CUST-100386,Male,0,Yes,No,40,Month-to-month,Fiber optic,Yes,No internet service,No,No internet service,No,Credit card (automatic),67.45,2726.52,0
CUST-100387,Female,1,Yes,No,8,Month-to-month,DSL,No,No internet service,No,No,Yes,Bank transfer (automatic),47.72,389.01,0
CUST-100388,Male,0,Yes,Yes,66,Month-to-month,Fiber optic,Yes,No,No,Yes,Yes,Electronic check,92.15,6081.98,1
CUST-100389,Male,0,Yes,No,23,Month-to-month,No,Yes,No,No internet service,No,No,Mailed check,21.61,532.28,0
CUST-100390,Male,0,No,No,33,One year,Fiber optic,No,No internet service,No internet service,No,Yes,Bank transfer (automatic),76.38,2540.4,0
CUST-100391,Female,1,Yes,Yes,27,Month-to-month,Fiber optic,No,Yes,No,No,Yes,Electronic check,81.3,2187.97,1
CUST-100392,Male,1,No,No,9,Two year,Fiber optic,No,Yes,No,No,Yes,Credit card (automatic),80.94,713.47,0
CUST-100393,Male,0,No,No,11,Month-to-month,Fiber optic,No,No,No internet service,No internet service,No,Electronic check,79.08,850.66,1
CUST-100394,Male,1,No,Yes,50,Month-to-month,Fiber optic,No,No,Yes,Yes,No,Bank transfer (automatic),85.04,4235.78,1
CUST-100395,Male,0,No,No,10,Month-to-month,Fiber optic,Yes,No,Yes,No,Yes,Mailed check,81.97,823.95,1
CUST-100396,Female,0,Yes,No,61,One year,Fiber optic,No,No,No,No,No,Electronic check,58.52,3567.81,0
CUST-100397,Female,0,No,No,56,One year,DSL,No,Yes,Yes,Yes,Yes,Credit card (automatic),60.89,3384.09,0
CUST-100398,Female,1,No,No,47,Month-to-month,No,No,No,Yes,No internet service,Yes,Mailed check,18.91,893.63,1
